entry_time,exit_time,direction,entry,exit,sl,tp,lot,pnl,r_multiple,bars_held,exit_reason
2022-02-24 09:00:00,2022-02-24 09:09:00,LONG,1959.0,1959.5,,,0.1,0.5,0.0,19,REV
2022-02-24 09:09:00,2022-02-24 09:24:00,SHORT,1959.5,1955.5,,,0.1,35.5,0.0,30,REV
2022-02-24 09:24:00,2022-02-24 09:28:00,LONG,1955.5,1954.5,,,0.1,-14.5,0.0,4,REV
2022-02-24 09:28:00,2022-02-24 09:34:00,SHORT,1954.5,1947.0,,,0.1,70.5,0.0,39,REV
2022-02-24 09:34:00,2022-02-24 09:35:00,LONG,1947.0,1944.5,,,0.1,-29.5,0.0,7,REV
2022-02-24 09:35:00,2022-02-24 09:43:00,SHORT,1944.5,1937.5,,,0.1,65.5,0.0,44,REV
2022-02-24 09:43:00,2022-02-24 09:46:00,LONG,1937.5,1936.5,,,0.1,-14.5,0.0,12,REV
2022-02-24 09:46:00,2022-02-24 09:49:00,SHORT,1936.5,1938.0,,,0.1,-19.5,0.0,9,REV
2022-02-24 09:49:00,2022-02-24 09:49:00,LONG,1938.0,1936.5,,,0.1,-19.5,0.0,3,REV
2022-02-24 09:49:00,2022-02-24 09:57:00,SHORT,1936.5,1935.0,,,0.1,10.5,0.0,19,REV
2022-02-24 09:57:00,2022-02-24 10:12:00,LONG,1935.0,1938.0,,,0.1,25.5,0.0,52,REV
2022-02-24 10:12:00,2022-02-24 10:21:00,SHORT,1938.0,1917.5,,,0.1,200.5,0.0,73,REV
2022-02-24 10:21:00,2022-02-24 10:27:00,LONG,1917.5,1919.5,,,0.1,15.5,0.0,24,REV
2022-02-24 10:27:00,2022-02-24 10:29:00,SHORT,1919.5,1921.5,,,0.1,-24.5,0.0,6,REV
2022-02-24 10:29:00,2022-02-24 10:29:00,LONG,1921.5,1920.0,,,0.1,-19.5,0.0,3,REV
2022-02-24 10:29:00,2022-02-24 10:31:00,SHORT,1920.0,1921.5,,,0.1,-19.5,0.0,5,REV
2022-02-24 10:31:00,2022-02-24 10:46:00,LONG,1921.5,1925.0,,,0.1,30.5,0.0,37,REV
2022-02-24 10:46:00,2022-02-24 10:52:00,SHORT,1925.0,1926.0,,,0.1,-14.5,0.0,12,REV
2022-02-24 10:52:00,2022-02-24 10:54:00,LONG,1926.0,1924.0,,,0.1,-24.5,0.0,6,REV
2022-02-24 10:54:00,2022-02-24 10:57:00,SHORT,1924.0,1925.5,,,0.1,-19.5,0.0,5,REV
2022-02-24 10:57:00,2022-02-24 11:10:00,LONG,1925.5,1927.5,,,0.1,15.5,0.0,32,REV
2022-02-24 11:10:00,2022-02-24 11:31:00,SHORT,1927.5,1924.0,,,0.1,30.5,0.0,37,REV
2022-02-24 11:31:00,2022-02-24 11:31:00,LONG,1924.0,1922.5,,,0.1,-19.5,0.0,3,REV
2022-02-24 11:31:00,2022-02-24 11:43:00,SHORT,1922.5,1923.0,,,0.1,-9.5,0.0,17,REV
2022-02-24 11:43:00,2022-02-24 11:49:00,LONG,1923.0,1922.0,,,0.1,-14.5,0.0,12,REV
2022-02-24 11:49:00,2022-02-24 12:10:00,SHORT,1922.0,1920.0,,,0.1,15.5,0.0,38,REV
2022-02-24 12:10:00,2022-02-24 12:43:00,LONG,1920.0,1922.5,,,0.1,20.5,0.0,27,REV
2022-02-24 12:43:00,2022-02-24 12:47:00,SHORT,1922.5,1924.5,,,0.1,-24.5,0.0,4,REV
2022-02-24 12:47:00,2022-02-24 12:54:00,LONG,1924.5,1923.0,,,0.1,-19.5,0.0,7,REV
