entry_time,exit_time,direction,entry,exit,pnl,bars
2025-12-22 11:31,2025-12-22 11:34,LONG,4440.905,4434.285,-6.82,3
2025-12-22 11:38,2025-12-22 11:40,LONG,4439.148,4436.625,-2.723,2
2025-12-22 11:41,2025-12-22 11:44,LONG,4438.395,4436.885,-1.71,3
2025-12-22 11:54,2025-12-22 11:55,LONG,4437.375,4435.748,-1.827,1
2025-12-22 11:56,2025-12-22 12:07,LONG,4438.148,4435.805,-2.543,11
2025-12-22 12:09,2025-12-22 12:20,LONG,4438.455,4437.445,-1.21,11
2025-12-22 12:39,2025-12-22 13:05,LONG,4436.095,4437.098,0.803,26
2025-12-22 13:25,2025-12-22 13:26,LONG,4437.348,4434.875,-2.673,1
2025-12-22 13:35,2025-12-22 13:54,SHORT,4435.515,4433.505,1.81,19
2025-12-22 14:38,2025-12-22 14:44,SHORT,4431.425,4432.595,-1.37,6
2025-12-22 14:56,2025-12-22 14:57,SHORT,4432.085,4432.605,-0.72,1
2025-12-22 16:24,2025-12-22 16:39,LONG,4442.735,4445.465,2.53,15
2025-12-22 18:01,2025-12-22 18:32,LONG,4447.298,4454.728,7.23,31
2025-12-22 18:44,2025-12-22 19:02,LONG,4457.975,4458.505,0.33,18
2025-12-22 19:04,2025-12-22 19:25,LONG,4460.998,4464.775,3.577,21
2025-12-22 19:30,2025-12-22 19:39,LONG,4467.865,4466.585,-1.48,9
2025-12-22 19:41,2025-12-22 19:54,LONG,4468.085,4467.985,-0.3,13
2025-12-22 19:55,2025-12-22 20:19,LONG,4468.785,4479.585,10.6,24
2025-12-22 20:28,2025-12-22 21:01,LONG,4481.125,4485.155,3.83,33
2025-12-22 21:09,2025-12-22 21:14,LONG,4487.625,4484.215,-3.61,5
2025-12-22 21:16,2025-12-22 21:48,LONG,4485.625,4491.395,5.57,32
2025-12-22 22:00,2025-12-22 22:06,LONG,4493.155,4488.845,-4.51,6
2025-12-22 22:45,2025-12-22 23:00,SHORT,4486.075,4486.335,-0.46,15
2025-12-22 23:18,2025-12-22 23:20,SHORT,4485.945,4486.775,-1.03,2
2025-12-22 23:21,2025-12-22 23:30,SHORT,4485.805,4486.195,-0.59,9
2025-12-22 23:31,2025-12-22 23:38,SHORT,4485.315,4486.515,-1.4,7
2025-12-22 23:40,2025-12-22 23:43,SHORT,4485.425,4486.155,-0.93,3
2025-12-22 23:44,2025-12-23 00:06,SHORT,4484.745,4483.265,1.28,22
2025-12-23 00:13,2025-12-23 00:28,SHORT,4482.165,4480.115,1.85,15
2025-12-23 00:43,2025-12-23 01:06,SHORT,4479.935,4477.795,1.94,23
2025-12-23 01:07,2025-12-23 01:20,SHORT,4476.195,4473.965,2.03,13
2025-12-23 01:23,2025-12-23 01:28,SHORT,4471.695,4474.845,-3.35,5
2025-12-23 02:48,2025-12-23 03:02,LONG,4486.605,4485.895,-0.91,14
2025-12-23 03:07,2025-12-23 03:17,LONG,4487.145,4487.085,-0.26,10
2025-12-23 03:18,2025-12-23 03:19,LONG,4487.975,4487.115,-1.06,1
2025-12-23 03:23,2025-12-23 03:30,LONG,4487.895,4486.925,-1.17,7
2025-12-23 03:35,2025-12-23 03:52,LONG,4488.945,4490.035,0.89,17
2025-12-23 04:34,2025-12-23 04:43,SHORT,4480.935,4482.498,-1.763,9
2025-12-23 04:46,2025-12-23 04:48,SHORT,4480.965,4482.625,-1.86,2
2025-12-23 04:49,2025-12-23 05:03,SHORT,4480.145,4481.625,-1.68,14
2025-12-23 06:07,2025-12-23 06:09,LONG,4485.645,4484.025,-1.82,2
2025-12-23 06:15,2025-12-23 06:22,LONG,4484.255,4483.495,-0.96,7
2025-12-23 06:33,2025-12-23 06:35,LONG,4483.905,4483.525,-0.58,2
2025-12-23 07:30,2025-12-23 07:47,LONG,4484.965,4485.955,0.79,17
2025-12-23 07:58,2025-12-23 08:01,SHORT,4486.595,4487.565,-1.17,3
2025-12-23 08:35,2025-12-23 08:37,LONG,4491.595,4486.145,-5.65,2
2025-12-23 08:41,2025-12-23 08:42,LONG,4490.125,4487.935,-2.39,1
2025-12-23 08:44,2025-12-23 08:51,LONG,4489.215,4486.045,-3.37,7
2025-12-23 09:24,2025-12-23 09:51,SHORT,4466.685,4458.755,7.73,27
2025-12-23 09:55,2025-12-23 10:11,SHORT,4452.685,4443.945,8.54,16
2025-12-23 10:12,2025-12-23 10:13,SHORT,4440.445,4446.325,-6.08,1
2025-12-23 11:37,2025-12-23 12:14,LONG,4461.605,4474.485,12.68,37
2025-12-23 12:22,2025-12-23 12:25,LONG,4477.545,4473.285,-4.46,3
2025-12-23 12:29,2025-12-23 12:35,LONG,4477.795,4475.165,-2.83,6
2025-12-23 12:38,2025-12-23 12:48,LONG,4477.075,4472.865,-4.41,10
2025-12-23 13:01,2025-12-23 13:18,LONG,4474.405,4474.815,0.21,17
2025-12-23 13:23,2025-12-23 13:32,LONG,4476.825,4476.525,-0.5,9
2025-12-23 14:36,2025-12-23 14:49,LONG,4491.458,4490.999,-0.659,13
2025-12-23 14:57,2025-12-23 14:59,LONG,4491.488,4490.338,-1.35,2
2025-12-23 15:02,2025-12-23 15:26,LONG,4492.428,4492.455,-0.173,24
2025-12-23 15:44,2025-12-23 16:04,LONG,4492.435,4493.398,0.763,20
2025-12-23 18:32,2025-12-23 18:58,LONG,4493.815,4503.185,9.17,26
2025-12-23 19:03,2025-12-23 19:15,LONG,4507.895,4507.675,-0.42,12
2025-12-23 19:18,2025-12-23 19:52,LONG,4510.265,4514.125,3.66,34
2025-12-23 19:58,2025-12-23 19:59,LONG,4516.565,4514.125,-2.64,1
2025-12-23 20:07,2025-12-23 20:13,LONG,4516.045,4512.098,-4.147,6
2025-12-23 20:19,2025-12-23 20:34,LONG,4514.935,4519.755,4.62,15
2025-12-23 20:36,2025-12-23 20:39,LONG,4522.055,4520.375,-1.88,3
2025-12-23 20:40,2025-12-23 20:45,LONG,4521.355,4519.949,-1.606,5
2025-12-23 20:49,2025-12-23 20:55,LONG,4522.565,4521.255,-1.51,6
2025-12-23 20:56,2025-12-23 20:59,LONG,4522.315,4520.735,-1.78,3
2025-12-23 21:23,2025-12-23 21:37,SHORT,4509.249,4508.248,0.801,14
2025-12-23 21:55,2025-12-23 22:16,SHORT,4508.365,4487.765,20.4,21
2025-12-23 23:03,2025-12-23 23:05,SHORT,4492.635,4493.505,-1.07,2
2025-12-23 23:16,2025-12-23 23:22,SHORT,4492.355,4495.215,-3.06,6
2025-12-23 23:58,2025-12-23 23:59,LONG,4498.935,4497.875,-1.26,1
2025-12-24 00:00,2025-12-24 00:03,LONG,4498.945,4495.448,-3.697,3
2025-12-24 00:36,2025-12-24 00:39,SHORT,4491.935,4494.175,-2.44,3
2025-12-24 01:17,2025-12-24 01:23,SHORT,4487.485,4489.985,-2.7,6
2025-12-24 01:24,2025-12-24 01:32,SHORT,4488.195,4490.375,-2.38,8
2025-12-24 02:15,2025-12-24 02:21,LONG,4493.175,4492.425,-0.95,6
2025-12-24 02:23,2025-12-24 02:27,LONG,4493.885,4492.535,-1.55,4
2025-12-24 03:16,2025-12-24 03:18,SHORT,4483.405,4485.305,-2.1,2
2025-12-24 03:31,2025-12-24 03:38,SHORT,4482.648,4486.025,-3.577,7
2025-12-24 03:49,2025-12-24 04:07,SHORT,4486.658,4485.325,1.133,18
2025-12-24 04:41,2025-12-24 05:12,LONG,4489.125,4493.515,4.19,31
2025-12-24 06:02,2025-12-24 06:13,SHORT,4487.585,4489.345,-1.96,11
2025-12-24 06:17,2025-12-24 06:24,SHORT,4486.355,4488.195,-2.04,7
2025-12-24 06:30,2025-12-24 06:44,SHORT,4486.945,4487.065,-0.32,14
2025-12-24 07:21,2025-12-24 07:22,LONG,4494.635,4493.805,-1.03,1
2025-12-24 07:29,2025-12-24 07:30,LONG,4494.355,4492.725,-1.83,1
2025-12-24 07:52,2025-12-24 07:56,LONG,4491.345,4490.115,-1.43,4
2025-12-24 07:58,2025-12-24 08:00,LONG,4491.375,4490.485,-1.09,2
2025-12-24 08:05,2025-12-24 08:07,LONG,4492.385,4486.335,-6.25,2
2025-12-24 09:29,2025-12-24 09:35,SHORT,4484.205,4488.035,-4.03,6
2025-12-24 09:47,2025-12-24 10:04,SHORT,4475.645,4469.145,6.3,17
2025-12-24 10:19,2025-12-24 10:30,SHORT,4466.695,4469.405,-2.91,11
2025-12-24 10:35,2025-12-24 10:53,SHORT,4466.065,4456.655,9.21,18
2025-12-24 11:18,2025-12-24 11:26,SHORT,4465.245,4467.055,-2.01,8
2025-12-24 11:57,2025-12-24 12:23,LONG,4474.898,4479.789,4.691,26
2025-12-24 12:33,2025-12-24 12:39,LONG,4481.499,4478.698,-3.001,6
2025-12-24 12:46,2025-12-24 12:55,LONG,4481.248,4480.059,-1.389,9
2025-12-24 12:56,2025-12-24 13:00,LONG,4480.889,4480.279,-0.81,4
2025-12-24 13:01,2025-12-24 13:02,LONG,4480.848,4478.748,-2.3,1
2025-12-24 13:20,2025-12-24 13:33,LONG,4479.055,4478.599,-0.656,13
2025-12-25 18:05,2025-12-25 18:34,LONG,4487.665,4494.395,6.53,29
2025-12-25 18:43,2025-12-25 18:54,LONG,4494.855,4495.305,0.25,11
2025-12-25 19:05,2025-12-25 19:22,LONG,4496.845,4501.795,4.75,17
2025-12-25 19:25,2025-12-25 20:11,LONG,4504.385,4512.485,7.9,46
2025-12-25 20:36,2025-12-25 20:41,LONG,4513.665,4511.375,-2.49,5
2025-12-25 21:20,2025-12-25 21:29,SHORT,4503.155,4504.605,-1.65,9
2025-12-25 21:30,2025-12-25 21:47,SHORT,4501.765,4499.635,1.93,17
2025-12-25 22:10,2025-12-25 22:25,LONG,4507.305,4508.659,1.154,15
2025-12-25 22:58,2025-12-25 22:59,SHORT,4501.305,4503.785,-2.68,1
2025-12-25 23:00,2025-12-25 23:03,SHORT,4501.589,4504.075,-2.686,3
2025-12-25 23:27,2025-12-25 23:38,LONG,4507.745,4507.005,-0.94,11
2025-12-25 23:49,2025-12-25 23:56,LONG,4508.615,4508.135,-0.68,7
2025-12-26 00:00,2025-12-26 00:01,LONG,4508.769,4507.675,-1.294,1
2025-12-26 00:05,2025-12-26 00:13,LONG,4509.755,4508.539,-1.416,8
2025-12-26 00:24,2025-12-26 00:26,LONG,4508.935,4507.065,-2.07,2
2025-12-26 00:31,2025-12-26 00:42,LONG,4512.018,4509.785,-2.433,11
2025-12-26 00:44,2025-12-26 00:51,LONG,4511.485,4510.705,-0.98,7
2025-12-26 00:57,2025-12-26 00:59,LONG,4511.698,4509.895,-2.003,2
2025-12-26 01:05,2025-12-26 01:06,LONG,4511.185,4510.148,-1.237,1
2025-12-26 01:07,2025-12-26 01:12,LONG,4511.665,4510.025,-1.84,5
2025-12-26 01:16,2025-12-26 01:38,LONG,4512.735,4515.745,2.81,22
2025-12-26 01:40,2025-12-26 01:49,LONG,4516.705,4516.305,-0.6,9
2025-12-26 02:07,2025-12-26 02:21,LONG,4512.075,4513.225,0.95,14
2025-12-26 02:40,2025-12-26 02:57,SHORT,4509.795,4509.375,0.22,17
2025-12-26 03:12,2025-12-26 03:13,SHORT,4510.658,4513.145,-2.687,1
2025-12-26 03:31,2025-12-26 03:35,LONG,4515.158,4514.038,-1.32,4
2025-12-26 03:47,2025-12-26 03:55,LONG,4516.285,4514.955,-1.53,8
2025-12-26 03:57,2025-12-26 04:10,LONG,4516.398,4516.775,0.177,13
2025-12-26 04:22,2025-12-26 04:25,LONG,4516.905,4515.675,-1.43,3
2025-12-26 04:26,2025-12-26 04:33,LONG,4516.318,4516.058,-0.46,7
2025-12-26 04:38,2025-12-26 04:40,LONG,4517.795,4515.775,-2.22,2
2025-12-26 06:04,2025-12-26 06:16,SHORT,4511.315,4509.698,1.417,12
2025-12-26 06:24,2025-12-26 06:25,SHORT,4508.185,4509.895,-1.91,1
2025-12-26 06:26,2025-12-26 06:40,SHORT,4507.095,4508.265,-1.37,14
2025-12-26 06:44,2025-12-26 06:45,SHORT,4506.145,4507.345,-1.4,1
2025-12-26 06:47,2025-12-26 06:57,SHORT,4505.145,4507.595,-2.65,10
2025-12-26 07:11,2025-12-26 07:14,SHORT,4507.765,4509.735,-2.17,3
2025-12-26 07:21,2025-12-26 07:22,SHORT,4508.975,4509.235,-0.46,1
2025-12-26 07:48,2025-12-26 07:49,LONG,4513.565,4512.898,-0.867,1
2025-12-26 08:10,2025-12-26 08:47,LONG,4513.215,4521.945,8.53,37
2025-12-26 09:14,2025-12-26 09:22,LONG,4526.475,4523.245,-3.43,8
2025-12-26 09:27,2025-12-26 09:40,LONG,4526.958,4524.998,-2.16,13
2025-12-26 10:46,2025-12-26 11:12,LONG,4540.115,4542.125,1.81,26
2025-12-26 11:28,2025-12-26 11:35,LONG,4543.419,4541.379,-2.24,7
2025-12-26 11:57,2025-12-26 12:01,LONG,4539.285,4534.665,-4.82,4
2025-12-26 12:01,2025-12-26 12:42,SHORT,4534.665,4518.285,16.18,41
2025-12-26 12:55,2025-12-26 13:03,SHORT,4513.925,4518.355,-4.63,8
2025-12-26 13:09,2025-12-26 13:18,SHORT,4516.765,4518.495,-1.93,9
2025-12-26 13:31,2025-12-26 13:35,SHORT,4517.475,4520.865,-3.59,4
2025-12-26 14:46,2025-12-26 14:49,LONG,4525.925,4523.795,-2.33,3
2025-12-26 15:57,2025-12-26 16:05,LONG,4530.399,4528.498,-2.101,8
2025-12-26 16:18,2025-12-26 16:22,LONG,4529.178,4528.118,-1.26,4
2025-12-26 16:23,2025-12-26 16:42,LONG,4530.228,4530.855,0.427,19
2025-12-26 16:46,2025-12-26 16:51,LONG,4532.595,4529.958,-2.837,5
2025-12-26 16:59,2025-12-28 18:12,LONG,4533.835,4534.865,0.83,13
2025-12-28 18:19,2025-12-28 18:28,LONG,4539.045,4536.198,-3.047,9
2025-12-28 19:16,2025-12-28 19:36,SHORT,4520.085,4497.095,22.79,20
2025-12-28 19:45,2025-12-28 19:48,SHORT,4489.048,4498.639,-9.791,3
2025-12-28 19:56,2025-12-28 19:57,SHORT,4496.679,4501.035,-4.556,1
2025-12-28 20:00,2025-12-28 20:04,SHORT,4496.899,4503.498,-6.799,4
2025-12-28 20:24,2025-12-28 20:37,SHORT,4508.785,4503.685,4.9,13
2025-12-28 20:38,2025-12-28 20:47,SHORT,4500.638,4500.345,0.093,9
2025-12-28 20:56,2025-12-28 21:02,SHORT,4496.998,4504.385,-7.587,6
2025-12-28 21:20,2025-12-28 21:38,LONG,4506.348,4509.325,2.777,18
2025-12-28 21:42,2025-12-28 21:54,LONG,4512.485,4510.865,-1.82,12
2025-12-28 22:06,2025-12-28 22:17,LONG,4513.335,4514.295,0.76,11
2025-12-28 22:22,2025-12-28 22:29,LONG,4516.365,4512.295,-4.27,7
2025-12-28 22:34,2025-12-28 22:41,LONG,4515.648,4514.475,-1.373,7
2025-12-28 22:45,2025-12-28 22:51,LONG,4516.215,4513.635,-2.78,6
2025-12-28 22:59,2025-12-28 23:04,LONG,4516.415,4514.365,-2.25,5
2025-12-28 23:14,2025-12-28 23:23,LONG,4515.205,4512.125,-3.28,9
2025-12-28 23:58,2025-12-29 00:02,LONG,4515.775,4514.125,-1.85,4
2025-12-29 00:19,2025-12-29 00:22,SHORT,4511.198,4514.655,-3.657,3
2025-12-29 01:16,2025-12-29 02:12,SHORT,4504.755,4466.889,37.666,56
2025-12-29 02:30,2025-12-29 02:33,SHORT,4471.095,4476.248,-5.353,3
2025-12-29 02:40,2025-12-29 02:41,SHORT,4472.909,4477.818,-5.109,1
2025-12-29 02:44,2025-12-29 02:52,SHORT,4474.308,4476.388,-2.28,8
2025-12-29 02:55,2025-12-29 02:56,SHORT,4473.868,4477.049,-3.381,1
2025-12-29 02:59,2025-12-29 03:08,SHORT,4474.949,4474.885,-0.136,9
2025-12-29 04:08,2025-12-29 04:09,SHORT,4459.685,4463.805,-4.32,1
2025-12-29 04:24,2025-12-29 04:28,SHORT,4463.505,4465.778,-2.473,4
2025-12-29 04:32,2025-12-29 04:41,SHORT,4463.098,4466.035,-3.137,9
2025-12-29 05:00,2025-12-29 05:12,LONG,4471.795,4471.048,-0.947,12
2025-12-29 05:45,2025-12-29 05:49,SHORT,4459.565,4462.105,-2.74,4
2025-12-29 05:51,2025-12-29 06:13,SHORT,4460.655,4459.455,1.0,22
2025-12-29 06:15,2025-12-29 06:16,SHORT,4457.865,4459.038,-1.373,1
2025-12-29 06:54,2025-12-29 07:04,SHORT,4449.595,4449.065,0.33,10
2025-12-29 07:27,2025-12-29 07:29,SHORT,4453.325,4455.958,-2.833,2
2025-12-29 08:05,2025-12-29 08:12,LONG,4465.578,4459.048,-6.73,7
2025-12-29 09:20,2025-12-29 09:47,SHORT,4394.925,4382.428,12.297,27
2025-12-29 09:52,2025-12-29 10:35,SHORT,4370.355,4327.455,42.7,43
2025-12-29 10:50,2025-12-29 11:02,SHORT,4327.945,4332.565,-4.82,12
2025-12-29 11:16,2025-12-29 11:23,SHORT,4330.395,4334.585,-4.39,7
2025-12-29 11:43,2025-12-29 11:47,SHORT,4332.178,4337.245,-5.267,4
2025-12-29 12:36,2025-12-29 12:48,SHORT,4325.805,4324.245,1.36,12
2025-12-29 12:55,2025-12-29 12:57,SHORT,4320.885,4324.435,-3.75,2
2025-12-29 13:20,2025-12-29 13:21,SHORT,4328.855,4330.885,-2.23,1
2025-12-29 13:22,2025-12-29 13:32,SHORT,4329.248,4331.598,-2.55,10
2025-12-29 13:59,2025-12-29 14:02,LONG,4330.725,4329.298,-1.627,3
2025-12-29 14:13,2025-12-29 14:24,LONG,4330.498,4331.075,0.377,11
2025-12-29 14:33,2025-12-29 14:41,LONG,4332.865,4331.105,-1.96,8
2025-12-29 14:54,2025-12-29 15:22,LONG,4332.995,4339.105,5.91,28
2025-12-29 15:28,2025-12-29 15:32,LONG,4340.645,4339.155,-1.69,4
2025-12-29 15:48,2025-12-29 15:55,LONG,4334.005,4331.135,-3.07,7
2025-12-29 15:55,2025-12-29 16:07,SHORT,4331.135,4333.505,-2.57,12
2025-12-29 19:09,2025-12-29 19:23,LONG,4343.995,4344.025,-0.17,14
2025-12-29 19:27,2025-12-29 19:32,LONG,4349.065,4344.975,-4.29,5
2025-12-29 19:35,2025-12-29 19:36,LONG,4347.755,4346.285,-1.67,1
2025-12-29 19:58,2025-12-29 20:11,SHORT,4337.135,4337.965,-1.03,13
2025-12-29 20:28,2025-12-29 20:37,SHORT,4335.479,4338.385,-3.106,9
2025-12-29 21:40,2025-12-29 22:08,LONG,4355.279,4360.239,4.76,28
2025-12-29 22:18,2025-12-29 22:36,LONG,4362.205,4364.648,2.243,18
2025-12-29 23:03,2025-12-29 23:07,LONG,4361.755,4357.985,-3.97,4
2025-12-29 23:13,2025-12-29 23:33,LONG,4360.595,4362.445,1.65,20
2025-12-29 23:35,2025-12-29 23:49,LONG,4364.615,4365.898,1.083,14
2025-12-30 00:14,2025-12-30 00:44,LONG,4364.205,4373.375,8.97,30
2025-12-30 00:50,2025-12-30 01:02,LONG,4377.345,4375.195,-2.35,12
2025-12-30 01:53,2025-12-30 01:59,SHORT,4360.998,4363.475,-2.677,6
2025-12-30 02:02,2025-12-30 02:13,SHORT,4361.415,4363.598,-2.383,11
2025-12-30 03:10,2025-12-30 03:17,LONG,4371.235,4369.135,-2.3,7
2025-12-30 04:38,2025-12-30 04:41,LONG,4370.955,4367.395,-3.76,3
2025-12-30 04:51,2025-12-30 05:04,LONG,4370.295,4370.585,0.09,13
2025-12-30 05:10,2025-12-30 05:42,LONG,4372.195,4382.515,10.12,32
2025-12-30 06:28,2025-12-30 06:35,LONG,4388.455,4386.855,-1.8,7
2025-12-30 06:36,2025-12-30 06:38,LONG,4388.335,4385.655,-2.88,2
2025-12-30 06:58,2025-12-30 07:27,LONG,4384.405,4393.285,8.68,29
2025-12-30 07:38,2025-12-30 07:52,LONG,4395.298,4396.865,1.367,14
2025-12-30 07:57,2025-12-30 07:58,LONG,4399.215,4397.845,-1.57,1
2025-12-30 09:05,2025-12-30 09:06,SHORT,4383.005,4387.685,-4.88,1
2025-12-30 09:12,2025-12-30 09:13,SHORT,4384.985,4388.375,-3.59,1
2025-12-30 09:14,2025-12-30 09:24,SHORT,4384.995,4385.935,-1.14,10
2025-12-30 09:33,2025-12-30 09:54,SHORT,4380.715,4368.875,11.64,21
2025-12-30 09:59,2025-12-30 10:01,SHORT,4363.115,4370.045,-7.13,2
2025-12-30 10:03,2025-12-30 10:06,SHORT,4364.115,4369.028,-5.113,3
2025-12-30 10:13,2025-12-30 10:16,SHORT,4364.489,4371.498,-7.209,3
2025-12-30 10:25,2025-12-30 10:38,SHORT,4368.955,4369.545,-0.79,13
2025-12-30 10:43,2025-12-30 10:52,SHORT,4362.785,4367.025,-4.44,9
2025-12-30 11:01,2025-12-30 11:17,SHORT,4362.135,4362.785,-0.85,16
2025-12-30 12:26,2025-12-30 12:35,LONG,4374.675,4372.885,-1.99,9
2025-12-30 13:31,2025-12-30 13:51,SHORT,4368.645,4366.765,1.68,20
2025-12-30 13:53,2025-12-30 14:03,SHORT,4364.265,4365.705,-1.64,10
2025-12-30 14:20,2025-12-30 14:26,SHORT,4365.115,4366.385,-1.47,6
2025-12-30 14:28,2025-12-30 15:02,SHORT,4364.825,4347.865,16.76,34
2025-12-30 15:03,2025-12-30 15:11,SHORT,4343.035,4346.965,-4.13,8
2025-12-30 15:42,2025-12-30 16:04,SHORT,4350.848,4346.395,4.253,22
2025-12-30 16:19,2025-12-30 16:27,SHORT,4346.909,4348.309,-1.6,8
2025-12-30 16:30,2025-12-30 16:44,SHORT,4346.248,4348.375,-2.327,14
2025-12-30 16:51,2025-12-30 18:03,SHORT,4346.819,4343.698,2.921,12
2025-12-30 18:06,2025-12-30 18:07,SHORT,4339.975,4342.525,-2.75,1
2025-12-30 18:19,2025-12-30 18:38,SHORT,4339.295,4342.385,-3.29,19
2025-12-30 19:16,2025-12-30 19:23,SHORT,4340.115,4342.825,-2.91,7
2025-12-30 19:26,2025-12-30 19:38,SHORT,4336.835,4340.105,-3.47,12
2025-12-30 21:05,2025-12-30 21:09,LONG,4369.185,4367.448,-1.937,4
2025-12-30 21:31,2025-12-30 21:32,LONG,4361.495,4359.505,-2.19,1
2025-12-30 21:39,2025-12-30 21:49,LONG,4364.175,4357.615,-6.76,10
2025-12-30 22:20,2025-12-30 22:32,SHORT,4352.925,4350.405,2.32,12
2025-12-30 22:48,2025-12-30 23:07,SHORT,4349.848,4349.698,-0.05,19
2025-12-30 23:35,2025-12-30 23:53,SHORT,4344.905,4345.085,-0.38,18
2025-12-30 23:55,2025-12-31 00:15,SHORT,4339.615,4334.335,5.08,20
2025-12-31 00:34,2025-12-31 01:08,SHORT,4335.335,4292.665,42.47,34
2025-12-31 02:13,2025-12-31 02:32,LONG,4327.515,4330.698,2.983,19
2025-12-31 02:35,2025-12-31 02:41,LONG,4333.398,4331.415,-2.183,6
2025-12-31 03:00,2025-12-31 03:04,LONG,4330.738,4329.355,-1.583,4
2025-12-31 03:19,2025-12-31 03:32,LONG,4326.185,4323.235,-3.15,13
2025-12-31 03:32,2025-12-31 04:04,SHORT,4323.235,4313.465,9.57,32
2025-12-31 04:18,2025-12-31 04:22,SHORT,4312.805,4318.475,-5.87,4
2025-12-31 05:17,2025-12-31 05:18,LONG,4329.385,4327.065,-2.52,1
2025-12-31 05:57,2025-12-31 06:02,SHORT,4306.905,4307.965,-1.26,5
2025-12-31 06:04,2025-12-31 06:07,SHORT,4303.915,4308.905,-5.19,3
2025-12-31 06:26,2025-12-31 06:46,SHORT,4311.645,4313.445,-2.0,20
2025-12-31 06:55,2025-12-31 07:16,SHORT,4311.695,4309.995,1.5,21
2025-12-31 07:18,2025-12-31 07:31,SHORT,4307.015,4309.115,-2.3,13
2025-12-31 07:55,2025-12-31 07:57,LONG,4314.795,4312.435,-2.56,2
2025-12-31 08:02,2025-12-31 08:04,LONG,4314.585,4312.415,-2.37,2
2025-12-31 08:16,2025-12-31 09:03,LONG,4313.225,4338.948,25.523,47
2025-12-31 09:16,2025-12-31 09:23,LONG,4342.525,4338.338,-4.387,7
2025-12-31 09:31,2025-12-31 09:40,LONG,4342.225,4336.395,-6.03,9
2025-12-31 09:45,2025-12-31 10:01,LONG,4343.798,4343.355,-0.643,16
2025-12-31 10:40,2025-12-31 10:53,SHORT,4333.298,4335.255,-2.157,13
2025-12-31 11:05,2025-12-31 11:22,SHORT,4327.785,4327.098,0.487,17
2025-12-31 11:23,2025-12-31 11:24,SHORT,4326.815,4327.835,-1.22,1
2025-12-31 11:29,2025-12-31 11:33,SHORT,4325.348,4327.928,-2.78,4
2025-12-31 11:35,2025-12-31 11:53,SHORT,4326.025,4322.475,3.35,18
2025-12-31 12:08,2025-12-31 12:15,SHORT,4321.245,4323.305,-2.26,7
2025-12-31 12:16,2025-12-31 12:17,SHORT,4322.515,4323.655,-1.34,1
2025-12-31 12:20,2025-12-31 12:29,SHORT,4322.215,4321.555,0.46,9
2025-12-31 12:30,2025-12-31 12:32,SHORT,4320.415,4323.715,-3.5,2
2025-12-31 12:47,2025-12-31 12:51,SHORT,4324.468,4326.005,-1.737,4
2025-12-31 12:52,2025-12-31 13:02,SHORT,4323.435,4326.915,-3.68,10
2025-12-31 13:08,2025-12-31 13:11,SHORT,4323.355,4324.225,-1.07,3
2025-12-31 13:12,2025-12-31 13:15,SHORT,4323.535,4327.198,-3.863,3
2025-12-31 13:29,2025-12-31 13:32,LONG,4327.715,4321.985,-5.93,3
2025-12-31 13:44,2025-12-31 14:00,SHORT,4321.798,4319.545,2.053,16
2025-12-31 14:07,2025-12-31 14:22,SHORT,4317.765,4318.865,-1.3,15
2025-12-31 14:29,2025-12-31 14:47,SHORT,4316.835,4313.475,3.16,18
2025-12-31 14:49,2025-12-31 14:55,SHORT,4310.215,4311.245,-1.23,6
2025-12-31 15:01,2025-12-31 15:12,SHORT,4309.735,4310.395,-0.86,11
2025-12-31 15:43,2025-12-31 15:47,LONG,4321.448,4316.989,-4.659,4
2025-12-31 16:16,2025-12-31 16:32,SHORT,4310.448,4310.335,-0.087,16
