session,date,year,dt,exit_dt,side,R,rpct,entry,spread,gross,cost,net,Rmult,exit,entry_hour
LON,2021-10-22 00:00:00+00:00,2021,2021-10-22 13:00:00+00:00,2021-10-22 14:09:00+00:00,1,4.564000000000078,0.2546191000078094,1806.518,0.345,3.4230000000000587,0.435,2.9880000000000586,0.6546888694127975,tp,13
ASIA,2021-10-25 00:00:00+00:00,2021,2021-10-25 08:23:00+00:00,2021-10-25 13:53:00+00:00,1,8.809999999999945,0.4904655096205462,1801.274,0.33,6.607499999999959,0.42000000000000004,6.187499999999959,0.7023269012485809,tp,8
LON,2021-10-25 00:00:00+00:00,2021,2021-10-25 13:16:00+00:00,2021-10-25 13:54:00+00:00,1,7.604000000000042,0.4224631071433744,1803.684,0.345,5.703000000000031,0.435,5.268000000000032,0.6927932667017362,tp,13
ASIA,2021-10-26 00:00:00+00:00,2021,2021-10-26 07:28:00+00:00,2021-10-26 12:25:00+00:00,-1,6.1440000000000055,0.3404977067714061,1801.388,0.33,4.608000000000004,0.42000000000000004,4.188000000000004,0.6816406250000001,tp,7
LON,2021-10-26 00:00:00+00:00,2021,2021-10-26 13:00:00+00:00,2021-10-26 13:29:00+00:00,-1,4.8659999999999854,0.26997731175253453,1799.514,0.345,3.649499999999989,0.435,3.214499999999989,0.6606041923551169,tp,13
ASIA,2021-10-27 00:00:00+00:00,2021,2021-10-27 08:30:00+00:00,2021-10-27 12:11:00+00:00,-1,8.900000000000091,0.49732760530107345,1784.418,0.33,-8.900000000000091,0.42000000000000004,-9.32000000000009,-1.0471910112359546,sl,8
LON,2021-10-27 00:00:00+00:00,2021,2021-10-27 13:00:00+00:00,2021-10-27 18:37:00+00:00,1,8.45399999999995,0.47292902126216224,1792.304,0.345,6.340499999999963,0.435,5.905499999999964,0.6985450674237045,tp,13
NY,2021-10-27 00:00:00+00:00,2021,2021-10-27 18:29:00+00:00,2021-10-27 22:59:00+00:00,1,13.44600000000014,0.7498345986920062,1798.324,0.345,-1.7360000000001037,0.435,-2.1710000000001037,-0.16146065744459923,time,18
ASIA,2021-10-28 00:00:00+00:00,2021,2021-10-28 07:40:00+00:00,2021-10-28 13:30:00+00:00,1,9.114000000000033,0.5067402449680379,1803.194,0.33,6.835500000000025,0.42000000000000004,6.415500000000025,0.7039170506912444,tp,7
LON,2021-10-28 00:00:00+00:00,2021,2021-10-28 13:13:00+00:00,2021-10-28 13:30:00+00:00,1,7.790000000000191,0.432681388383384,1804.005,0.345,5.842500000000143,0.435,5.407500000000144,0.694159178433891,tp,13
ASIA,2021-10-29 00:00:00+00:00,2021,2021-10-29 08:28:00+00:00,2021-10-29 12:07:00+00:00,-1,6.730000000000018,0.3745827867375855,1792.858,0.33,5.047500000000014,0.42000000000000004,4.627500000000014,0.6875928677563152,tp,8
LON,2021-10-29 00:00:00+00:00,2021,2021-10-29 13:00:00+00:00,2021-10-29 13:51:00+00:00,-1,8.263999999999896,0.46037512985583556,1778.224,0.345,6.197999999999922,0.435,5.762999999999923,0.6973620522749268,tp,13
NY,2021-10-29 00:00:00+00:00,2021,2021-10-29 17:33:00+00:00,2021-10-29 20:59:00+00:00,1,11.340000000000146,0.6380052722030847,1783.324,0.34,-0.33600000000001273,0.43000000000000005,-0.7660000000000128,-0.06754850088183448,time,17
ASIA,2021-11-01 00:00:00+00:00,2021,2021-11-01 09:11:00+00:00,2021-11-01 13:00:00+00:00,1,7.490000000000009,0.4197379658257834,1787.944,0.33,5.617500000000007,0.42000000000000004,5.197500000000007,0.6939252336448599,tp,9
LON,2021-11-01 00:00:00+00:00,2021,2021-11-01 13:00:00+00:00,2021-11-01 19:59:00+00:00,1,9.804000000000087,0.5490808106826875,1792.368,0.345,0.6300000000001091,0.435,0.19500000000010914,0.019889840881283906,time,13
ASIA,2021-11-02 00:00:00+00:00,2021,2021-11-02 10:46:00+00:00,2021-11-02 15:59:00+00:00,-1,6.6059999999999945,0.3686247579923496,1788.574,0.33,0.2560000000000855,0.42000000000000004,-0.16399999999991455,-0.024825915834077304,time,10
LON,2021-11-02 00:00:00+00:00,2021,2021-11-02 13:07:00+00:00,2021-11-02 19:59:00+00:00,-1,7.360000000000127,0.4106012061726636,1787.954,0.345,0.4459999999999127,0.435,0.01099999999991269,0.001494565217379416,time,13
ASIA,2021-11-03 00:00:00+00:00,2021,2021-11-03 11:41:00+00:00,2021-11-03 12:12:00+00:00,-1,8.720000000000027,0.48934854833822666,1777.918,0.33,6.5400000000000205,0.42000000000000004,6.1200000000000205,0.7018348623853212,tp,11
LON,2021-11-03 00:00:00+00:00,2021,2021-11-03 13:00:00+00:00,2021-11-03 19:59:00+00:00,-1,11.269999999999982,0.6323220002815423,1764.578,0.345,-4.9500000000000455,0.435,-5.385000000000045,-0.4778172138420633,time,13
NY,2021-11-03 00:00:00+00:00,2021,2021-11-03 17:00:00+00:00,2021-11-03 17:52:00+00:00,1,8.163999999999987,0.463100496300993,1767.728,0.34,6.1229999999999905,0.43000000000000005,5.692999999999991,0.6973297403233708,tp,17
ASIA,2021-11-04 00:00:00+00:00,2021,2021-11-04 09:31:00+00:00,2021-11-04 11:20:00+00:00,1,7.514000000000124,0.4233416199965064,1778.278,0.33,5.635500000000093,0.42000000000000004,5.215500000000093,0.6941043385680074,tp,9
LON,2021-11-04 00:00:00+00:00,2021,2021-11-04 13:00:00+00:00,2021-11-04 19:59:00+00:00,1,20.673999999999978,1.1622455533796299,1797.384,0.345,-5.546000000000049,0.435,-5.981000000000049,-0.289300570765215,time,13
ASIA,2021-11-05 00:00:00+00:00,2021,2021-11-05 07:03:00+00:00,2021-11-05 11:28:00+00:00,1,5.7159999999998945,0.31850873324490253,1797.008,0.33,-5.7159999999998945,0.42000000000000004,-6.135999999999894,-1.0734779566130175,sl,7
LON,2021-11-05 00:00:00+00:00,2021,2021-11-05 13:01:00+00:00,2021-11-05 15:18:00+00:00,1,15.129999999999882,0.8430467070553767,1800.488,0.345,11.347499999999911,0.435,10.91249999999991,0.7212491738268338,tp,13
NY,2021-11-05 00:00:00+00:00,2021,2021-11-05 17:22:00+00:00,2021-11-05 19:59:00+00:00,1,19.726000000000113,1.0910190923386485,1815.414,0.34,2.173999999999978,0.43000000000000005,1.743999999999978,0.08841123390448992,time,17
ASIA,2021-11-08 00:00:00+00:00,2021,2021-11-08 08:57:00+00:00,2021-11-08 13:24:00+00:00,-1,8.339999999999918,0.4586927536100983,1812.438,0.33,-8.339999999999918,0.42000000000000004,-8.759999999999918,-1.0503597122302164,sl,8
LON,2021-11-08 00:00:00+00:00,2021,2021-11-08 13:20:00+00:00,2021-11-08 13:27:00+00:00,1,5.9849999999999,0.3295740458928142,1818.763,0.345,4.488749999999925,0.435,4.053749999999925,0.6773182957393472,tp,13
NY,2021-11-08 00:00:00+00:00,2021,2021-11-08 18:29:00+00:00,2021-11-08 21:59:00+00:00,1,10.035000000000082,0.5508302237826734,1826.233,0.345,-2.724999999999909,0.435,-3.159999999999909,-0.3148978574987427,time,18
ASIA,2021-11-09 00:00:00+00:00,2021,2021-11-09 07:36:00+00:00,2021-11-09 10:14:00+00:00,-1,5.329999999999927,0.2922637577691981,1821.333,0.33,-5.329999999999927,0.42000000000000004,-5.749999999999927,-1.078799249530958,sl,7
LON,2021-11-09 00:00:00+00:00,2021,2021-11-09 13:32:00+00:00,2021-11-09 19:59:00+00:00,1,9.485000000000127,0.5199351505379064,1829.257,0.345,0.9359999999999218,0.435,0.5009999999999217,0.052820242488130206,time,13
NY,2021-11-09 00:00:00+00:00,2021,2021-11-09 17:54:00+00:00,2021-11-09 21:59:00+00:00,1,10.079999999999927,0.5519950155616715,1830.308,0.34,1.099999999999909,0.43000000000000005,0.669999999999909,0.06646825396824542,time,17
ASIA,2021-11-10 00:00:00+00:00,2021,2021-11-10 07:35:00+00:00,2021-11-10 13:33:00+00:00,-1,6.723000000000184,0.3678221580990307,1823.963,0.33,-6.723000000000184,0.42000000000000004,-7.143000000000184,-1.06247211066488,sl,7
LON,2021-11-10 00:00:00+00:00,2021,2021-11-10 13:20:00+00:00,2021-11-10 13:31:00+00:00,1,4.4650000000001455,0.24464055418137884,1827.373,0.345,-4.4650000000001455,0.435,-4.900000000000145,-1.0974244120940617,sl,13
ASIA,2021-11-11 00:00:00+00:00,2021,2021-11-11 07:43:00+00:00,2021-11-11 11:41:00+00:00,1,12.599999999999909,0.6815996033739401,1855.628,0.33,9.449999999999932,0.42000000000000004,9.029999999999932,0.7166666666666665,tp,7
LON,2021-11-11 00:00:00+00:00,2021,2021-11-11 13:48:00+00:00,2021-11-11 19:59:00+00:00,1,13.829999999999927,0.7435914327786011,1865.708,0.345,-3.7000000000000455,0.435,-4.135000000000045,-0.29898770788142204,time,13
ASIA,2021-11-12 00:00:00+00:00,2021,2021-11-12 08:16:00+00:00,2021-11-12 10:27:00+00:00,-1,7.240000000000009,0.38970288649133317,1854.668,0.33,5.430000000000007,0.42000000000000004,5.010000000000007,0.6919889502762432,tp,8
LON,2021-11-12 00:00:00+00:00,2021,2021-11-12 15:01:00+00:00,2021-11-12 19:59:00+00:00,1,14.576000000000022,0.7868902543247921,1860.274,0.355,3.4340000000001965,0.445,2.9890000000001966,0.20506311745336114,time,15
NY,2021-11-12 00:00:00+00:00,2021,2021-11-12 18:26:00+00:00,2021-11-12 21:59:00+00:00,1,12.549999999999955,0.6750702483210472,1866.164,0.345,-1.7159999999998945,0.435,-2.1509999999998946,-0.1713944223107492,time,18
ASIA,2021-11-15 00:00:00+00:00,2021,2021-11-15 07:16:00+00:00,2021-11-15 13:12:00+00:00,-1,9.610000000000127,0.5166954437323593,1856.328,0.33,-9.610000000000127,0.42000000000000004,-10.030000000000127,-1.0437044745057227,sl,7
LON,2021-11-15 00:00:00+00:00,2021,2021-11-15 13:05:00+00:00,2021-11-15 19:59:00+00:00,1,8.41599999999994,0.4521248784099573,1865.278,0.345,1.7560000000000855,0.435,1.3210000000000854,0.15696292775666526,time,13
ASIA,2021-11-16 00:00:00+00:00,2021,2021-11-16 08:52:00+00:00,2021-11-16 13:12:00+00:00,1,7.013999999999896,0.3759810767388677,1869.888,0.33,5.260499999999922,0.42000000000000004,4.840499999999922,0.690119760479041,tp,8
LON,2021-11-16 00:00:00+00:00,2021,2021-11-16 13:12:00+00:00,2021-11-16 14:08:00+00:00,1,12.673999999999978,0.6777768545539489,1875.358,0.345,-12.673999999999978,0.435,-13.108999999999979,-1.0343222344958183,sl,13
NY,2021-11-16 00:00:00+00:00,2021,2021-11-16 17:53:00+00:00,2021-11-16 21:59:00+00:00,-1,23.700000000000045,1.2717705832653614,1853.338,0.34,2.8799999999998818,0.43000000000000005,2.4499999999998816,0.10337552742615515,time,17
ASIA,2021-11-17 00:00:00+00:00,2021,2021-11-17 07:20:00+00:00,2021-11-17 09:16:00+00:00,1,6.544000000000096,0.35300547221865936,1856.058,0.33,4.908000000000072,0.42000000000000004,4.488000000000072,0.6858190709046464,tp,7
LON,2021-11-17 00:00:00+00:00,2021,2021-11-17 13:00:00+00:00,2021-11-17 19:59:00+00:00,1,8.70399999999995,0.46825665588451293,1864.374,0.345,-0.5160000000000764,0.435,-0.9510000000000765,-0.10926011029412705,time,13
ASIA,2021-11-18 00:00:00+00:00,2021,2021-11-18 07:00:00+00:00,2021-11-18 13:24:00+00:00,-1,6.786000000000058,0.3634287434697731,1863.306,0.33,5.089500000000044,0.42000000000000004,4.669500000000044,0.6881078691423524,tp,7
LON,2021-11-18 00:00:00+00:00,2021,2021-11-18 13:23:00+00:00,2021-11-18 19:59:00+00:00,-1,10.993999999999915,0.5897680574302936,1858.228,0.345,-0.5599999999999454,0.435,-0.9949999999999455,-0.0905039112242999,time,13
ASIA,2021-11-19 00:00:00+00:00,2021,2021-11-19 07:01:00+00:00,2021-11-19 08:31:00+00:00,-1,5.155999999999949,0.27697345883655616,1858.174,0.33,3.866999999999962,0.42000000000000004,3.446999999999962,0.668541505042668,tp,7
NY,2021-11-19 00:00:00+00:00,2021,2021-11-19 17:40:00+00:00,2021-11-19 21:59:00+00:00,-1,13.849999999999909,0.7446936344278108,1848.958,0.34,3.783000000000129,0.43000000000000005,3.353000000000129,0.24209386281589537,time,17
ASIA,2021-11-22 00:00:00+00:00,2021,2021-11-22 07:00:00+00:00,2021-11-22 10:44:00+00:00,-1,5.039999999999964,0.27296272153798484,1842.078,0.33,3.7799999999999727,0.42000000000000004,3.359999999999973,0.6666666666666661,tp,7
LON,2021-11-22 00:00:00+00:00,2021,2021-11-22 13:31:00+00:00,2021-11-22 14:01:00+00:00,-1,9.75,0.5289928473710609,1836.898,0.345,7.3125,0.435,6.8775,0.7053846153846154,tp,13
NY,2021-11-22 00:00:00+00:00,2021,2021-11-22 17:21:00+00:00,2021-11-22 21:59:00+00:00,-1,30.75999999999999,1.6867918415766303,1810.988,0.34,6.920000000000073,0.43000000000000005,6.490000000000073,0.21098829648894912,time,17
ASIA,2021-11-23 00:00:00+00:00,2021,2021-11-23 07:00:00+00:00,2021-11-23 07:28:00+00:00,-1,5.933999999999969,0.3280521534372436,1803.404,0.33,-5.933999999999969,0.42000000000000004,-6.353999999999969,-1.0707785642062693,sl,7
LON,2021-11-23 00:00:00+00:00,2021,2021-11-23 13:00:00+00:00,2021-11-23 19:59:00+00:00,-1,17.18100000000004,0.9542069542091149,1789.628,0.345,1.5499999999999545,0.435,1.1149999999999545,0.06489727024037902,time,13
ASIA,2021-11-24 00:00:00+00:00,2021,2021-11-24 07:10:00+00:00,2021-11-24 10:17:00+00:00,1,7.1030000000000655,0.3961553933055223,1796.088,0.33,-7.1030000000000655,0.42000000000000004,-7.523000000000065,-1.0591299450936218,sl,7
LON,2021-11-24 00:00:00+00:00,2021,2021-11-24 13:00:00+00:00,2021-11-24 19:59:00+00:00,-1,10.850000000000136,0.6057147596525305,1784.915,0.345,0.21699999999987085,0.435,-0.21800000000012915,-0.020092165898629163,time,13
ASIA,2021-11-25 00:00:00+00:00,2021,2021-11-25 07:13:00+00:00,2021-11-25 15:01:00+00:00,1,5.089999999999918,0.2840331230921372,1794.158,0.33,-5.089999999999918,0.42000000000000004,-5.509999999999918,-1.082514734774068,sl,7
LON,2021-11-25 00:00:00+00:00,2021,2021-11-25 13:04:00+00:00,2021-11-25 17:58:00+00:00,-1,5.212999999999965,0.29080823397695066,1789.745,0.345,1.2699999999999818,0.435,0.8349999999999818,0.16017648187224004,time,13
ASIA,2021-11-26 00:00:00+00:00,2021,2021-11-26 07:00:00+00:00,2021-11-26 07:54:00+00:00,1,9.360000000000127,0.5215096860372004,1800.465,0.33,7.0200000000000955,0.42000000000000004,6.600000000000096,0.7051282051282057,tp,7
LON,2021-11-26 00:00:00+00:00,2021,2021-11-26 14:52:00+00:00,2021-11-26 16:43:00+00:00,-1,17.679999999999836,0.9785495409578626,1796.918,0.36,13.259999999999877,0.45,12.809999999999878,0.724547511312217,tp,14
ASIA,2021-11-29 00:00:00+00:00,2021,2021-11-29 08:39:00+00:00,2021-11-29 13:37:00+00:00,1,6.829999999999927,0.38078598933044633,1796.748,0.33,-6.829999999999927,0.42000000000000004,-7.249999999999927,-1.0614934114202057,sl,8
LON,2021-11-29 00:00:00+00:00,2021,2021-11-29 13:05:00+00:00,2021-11-29 14:00:00+00:00,-1,7.430000000000064,0.41373306213456296,1791.825,0.345,5.572500000000048,0.435,5.137500000000048,0.691453566621804,tp,13
NY,2021-11-29 00:00:00+00:00,2021,2021-11-29 17:41:00+00:00,2021-11-29 21:59:00+00:00,-1,11.398000000000138,0.6376530830863011,1782.495,0.34,-1.54300000000012,0.43000000000000005,-1.9730000000001202,-0.17310054395508828,time,17
ASIA,2021-11-30 00:00:00+00:00,2021,2021-11-30 09:30:00+00:00,2021-11-30 15:10:00+00:00,1,12.930000000000064,0.7230438490818389,1796.505,0.33,9.697500000000048,0.42000000000000004,9.277500000000048,0.7175174013921115,tp,9
LON,2021-11-30 00:00:00+00:00,2021,2021-11-30 14:45:00+00:00,2021-11-30 15:12:00+00:00,1,8.549999999999955,0.47651952103646067,1801.138,0.36,6.412499999999966,0.45,5.962499999999966,0.6973684210526313,tp,14
LON,2021-12-01 00:00:00+00:00,2021,2021-12-01 13:30:00+00:00,2021-12-01 19:59:00+00:00,1,12.663000000000011,0.7099842227970977,1789.92,0.345,-7.835000000000036,0.435,-8.270000000000037,-0.653083787412148,time,13
NY,2021-12-01 00:00:00+00:00,2021,2021-12-01 18:41:00+00:00,2021-12-01 21:59:00+00:00,-1,10.912000000000035,0.6106653113550518,1781.138,0.345,-0.21000000000003638,0.435,-0.6450000000000364,-0.059109237536660045,time,18
ASIA,2021-12-02 00:00:00+00:00,2021,2021-12-02 07:42:00+00:00,2021-12-02 08:26:00+00:00,-1,6.817000000000007,0.3831028071319163,1774.968,0.33,5.1127500000000055,0.42000000000000004,4.6927500000000055,0.6883893208156081,tp,7
LON,2021-12-02 00:00:00+00:00,2021,2021-12-02 13:00:00+00:00,2021-12-02 14:37:00+00:00,1,11.620000000000118,0.6549278176171809,1779.008,0.345,-11.620000000000118,0.435,-12.055000000000119,-1.0374354561101546,sl,13
NY,2021-12-02 00:00:00+00:00,2021,2021-12-02 17:32:00+00:00,2021-12-02 21:59:00+00:00,-1,16.779999999999973,0.9474800661635252,1762.408,0.34,-5.990000000000009,0.43000000000000005,-6.420000000000009,-0.3825983313468426,time,17
ASIA,2021-12-03 00:00:00+00:00,2021,2021-12-03 09:06:00+00:00,2021-12-03 13:30:00+00:00,-1,8.992999999999938,0.5076067373858202,1767.305,0.33,-8.992999999999938,0.42000000000000004,-9.412999999999938,-1.04670299121539,sl,9
LON,2021-12-03 00:00:00+00:00,2021,2021-12-03 13:30:00+00:00,2021-12-03 13:46:00+00:00,1,7.758000000000038,0.4382945070732448,1776.848,0.345,-7.758000000000038,0.435,-8.193000000000039,-1.056071152358855,sl,13
NY,2021-12-03 00:00:00+00:00,2021,2021-12-03 17:02:00+00:00,2021-12-03 21:59:00+00:00,1,14.420999999999822,0.813866587545598,1780.778,0.34,2.009999999999991,0.43000000000000005,1.5799999999999907,0.1095624436585542,time,17
ASIA,2021-12-06 00:00:00+00:00,2021,2021-12-06 08:17:00+00:00,2021-12-06 14:43:00+00:00,-1,6.660000000000082,0.37327516991271814,1780.768,0.33,4.995000000000061,0.42000000000000004,4.5750000000000615,0.6869369369369377,tp,8
LON,2021-12-06 00:00:00+00:00,2021,2021-12-06 13:19:00+00:00,2021-12-06 16:57:00+00:00,-1,7.740000000000009,0.4345143620198629,1776.608,0.345,-7.740000000000009,0.435,-8.17500000000001,-1.056201550387597,sl,13
ASIA,2021-12-07 00:00:00+00:00,2021,2021-12-07 07:00:00+00:00,2021-12-07 09:11:00+00:00,1,5.023000000000138,0.28231974384038216,1783.438,0.33,-5.023000000000138,0.42000000000000004,-5.443000000000138,-1.083615369301212,sl,7
LON,2021-12-07 00:00:00+00:00,2021,2021-12-07 13:31:00+00:00,2021-12-07 15:37:00+00:00,-1,7.2000000000000455,0.40420394634829865,1776.497,0.345,-7.2000000000000455,0.435,-7.635000000000045,-1.0604166666666663,sl,13
ASIA,2021-12-08 00:00:00+00:00,2021,2021-12-08 07:43:00+00:00,2021-12-08 11:47:00+00:00,1,6.350000000000136,0.3551839053699166,1790.735,0.33,-6.350000000000136,0.42000000000000004,-6.770000000000136,-1.0661417322834632,sl,7
LON,2021-12-08 00:00:00+00:00,2021,2021-12-08 13:05:00+00:00,2021-12-08 19:59:00+00:00,-1,10.303000000000111,0.5759099307500093,1782.168,0.345,-3.397000000000162,0.435,-3.832000000000162,-0.3719305056779696,time,13
NY,2021-12-08 00:00:00+00:00,2021,2021-12-08 19:13:00+00:00,2021-12-08 21:59:00+00:00,1,6.119999999999891,0.3433478289014301,1785.618,0.35,-2.8899999999998727,0.44,-3.3299999999998726,-0.5441176470588124,time,19
ASIA,2021-12-09 00:00:00+00:00,2021,2021-12-09 08:11:00+00:00,2021-12-09 09:38:00+00:00,1,4.962999999999965,0.27813851624400165,1787.118,0.33,-4.962999999999965,0.42000000000000004,-5.382999999999965,-1.0846262341325816,sl,8
LON,2021-12-09 00:00:00+00:00,2021,2021-12-09 13:00:00+00:00,2021-12-09 19:59:00+00:00,-1,8.157000000000153,0.4573209199368364,1776.028,0.345,0.05999999999994543,0.435,-0.37500000000005457,-0.04597278411181164,time,13
ASIA,2021-12-10 00:00:00+00:00,2021,2021-12-10 07:00:00+00:00,2021-12-10 13:18:00+00:00,-1,4.12700000000018,0.23212189318493354,1772.848,0.33,-4.12700000000018,0.42000000000000004,-4.54700000000018,-1.1017688393506133,sl,7
LON,2021-12-10 00:00:00+00:00,2021,2021-12-10 13:08:00+00:00,2021-12-10 13:19:00+00:00,1,4.119999999999891,0.23255869524636805,1774.118,0.345,3.089999999999918,0.435,2.654999999999918,0.6444174757281526,tp,13
ASIA,2021-12-13 00:00:00+00:00,2021,2021-12-13 11:41:00+00:00,2021-12-13 13:59:00+00:00,1,5.787000000000035,0.324140454646369,1788.188,0.33,-5.787000000000035,0.42000000000000004,-6.2070000000000345,-1.0725764644893723,sl,11
LON,2021-12-13 00:00:00+00:00,2021,2021-12-13 13:00:00+00:00,2021-12-13 13:29:00+00:00,1,5.212999999999965,0.29189658624506454,1788.738,0.345,-5.212999999999965,0.435,-5.647999999999965,-1.0834452330711688,sl,13
ASIA,2021-12-14 00:00:00+00:00,2021,2021-12-14 07:46:00+00:00,2021-12-14 13:21:00+00:00,-1,4.460000000000036,0.2496284681529016,1784.928,0.33,3.3450000000000273,0.42000000000000004,2.9250000000000274,0.6558295964125569,tp,7
LON,2021-12-14 00:00:00+00:00,2021,2021-12-14 13:21:00+00:00,2021-12-14 13:40:00+00:00,-1,6.432999999999993,0.3604930659740619,1780.988,0.345,4.8247499999999945,0.435,4.389749999999995,0.6823799160578268,tp,13
ASIA,2021-12-15 00:00:00+00:00,2021,2021-12-15 07:02:00+00:00,2021-12-15 13:30:00+00:00,-1,5.727000000000089,0.32331548117158204,1767.818,0.33,-5.727000000000089,0.42000000000000004,-6.147000000000089,-1.0733368255631208,sl,7
LON,2021-12-15 00:00:00+00:00,2021,2021-12-15 13:30:00+00:00,2021-12-15 14:31:00+00:00,1,4.599999999999909,0.26006886823393366,1772.158,0.345,-4.599999999999909,0.435,-5.034999999999909,-1.094565217391306,sl,13
NY,2021-12-15 00:00:00+00:00,2021,2021-12-15 18:29:00+00:00,2021-12-15 19:00:00+00:00,-1,9.411999999999807,0.5322032025844995,1763.728,0.345,7.058999999999855,0.435,6.623999999999856,0.7037824054398631,tp,18
ASIA,2021-12-16 00:00:00+00:00,2021,2021-12-16 07:00:00+00:00,2021-12-16 14:42:00+00:00,1,8.760000000000218,0.4918390004334407,1784.828,0.33,6.570000000000164,0.42000000000000004,6.150000000000164,0.7020547945205492,tp,7
LON,2021-12-16 00:00:00+00:00,2021,2021-12-16 13:00:00+00:00,2021-12-16 13:12:00+00:00,-1,4.232999999999947,0.2370243423159613,1783.828,0.345,-4.232999999999947,0.435,-4.667999999999947,-1.1027639971651324,sl,13
ASIA,2021-12-17 00:00:00+00:00,2021,2021-12-17 07:00:00+00:00,2021-12-17 13:00:00+00:00,1,8.210000000000036,0.45572002245560767,1806.328,0.33,6.157500000000027,0.42000000000000004,5.737500000000027,0.6988428745432402,tp,7
LON,2021-12-17 00:00:00+00:00,2021,2021-12-17 13:00:00+00:00,2021-12-17 13:45:00+00:00,1,4.092999999999847,0.22638734289917806,1812.528,0.345,-4.092999999999847,0.435,-4.527999999999847,-1.106279012948941,sl,13
NY,2021-12-17 00:00:00+00:00,2021,2021-12-17 18:36:00+00:00,2021-12-17 21:59:00+00:00,-1,11.9699999999998,0.6623025536159777,1802.095,0.345,4.386999999999944,0.435,3.9519999999999436,0.330158730158731,time,18
ASIA,2021-12-20 00:00:00+00:00,2021,2021-12-20 07:30:00+00:00,2021-12-20 11:57:00+00:00,-1,4.680000000000064,0.2598058668818708,1798.788,0.33,3.5100000000000477,0.42000000000000004,3.090000000000048,0.6602564102564115,tp,7
LON,2021-12-20 00:00:00+00:00,2021,2021-12-20 13:29:00+00:00,2021-12-20 19:59:00+00:00,-1,7.490000000000009,0.4163538662328188,1794.508,0.345,4.15300000000002,0.435,3.71800000000002,0.49639519359145734,time,13
NY,2021-12-20 00:00:00+00:00,2021,2021-12-20 19:37:00+00:00,2021-12-20 21:59:00+00:00,-1,8.470000000000027,0.4716484928516278,1791.538,0.35,1.0799999999999272,0.44,0.6399999999999273,0.07556080283352128,time,19
ASIA,2021-12-21 00:00:00+00:00,2021,2021-12-21 07:53:00+00:00,2021-12-21 08:26:00+00:00,1,4.1400000000001,0.23113498334204965,1793.509,0.33,3.105000000000075,0.42000000000000004,2.685000000000075,0.6485507246376836,tp,7
LON,2021-12-21 00:00:00+00:00,2021,2021-12-21 13:00:00+00:00,2021-12-21 15:36:00+00:00,1,8.973000000000184,0.4997340135592259,1798.899,0.345,-8.973000000000184,0.435,-9.408000000000184,-1.0484787696422593,sl,13
ASIA,2021-12-22 00:00:00+00:00,2021,2021-12-22 07:13:00+00:00,2021-12-22 10:35:00+00:00,-1,3.8229999999998654,0.21369494523617544,1786.395,0.33,-3.8229999999998654,0.42000000000000004,-4.242999999999865,-1.1098613654198313,sl,7
LON,2021-12-22 00:00:00+00:00,2021,2021-12-22 13:00:00+00:00,2021-12-22 16:03:00+00:00,1,5.582999999999856,0.3121918040236588,1792.965,0.345,4.187249999999892,0.435,3.752249999999892,0.6720849005910781,tp,13
NY,2021-12-22 00:00:00+00:00,2021,2021-12-22 18:00:00+00:00,2021-12-22 21:59:00+00:00,1,11.037000000000035,0.6151796212530496,1799.888,0.345,3.3900000000001,0.435,2.9550000000001,0.2677357977711417,time,18
LON,2021-12-23 00:00:00+00:00,2021,2021-12-23 13:27:00+00:00,2021-12-23 14:31:00+00:00,1,3.8610000000001037,0.21375586477083747,1807.948,0.345,-3.8610000000001037,0.435,-4.296000000000103,-1.1126651126651095,sl,13
NY,2021-12-23 00:00:00+00:00,2021,2021-12-23 18:28:00+00:00,2021-12-23 21:58:00+00:00,1,11.160000000000082,0.617990068841454,1810.055,0.345,-1.7000000000000455,0.435,-2.1350000000000455,-0.19130824372760125,time,18
ASIA,2021-12-27 00:00:00+00:00,2021,2021-12-27 08:39:00+00:00,2021-12-27 15:18:00+00:00,-1,5.25,0.2901152685524512,1806.399,0.33,-5.25,0.42000000000000004,-5.67,-1.08,sl,8
LON,2021-12-27 00:00:00+00:00,2021,2021-12-27 13:27:00+00:00,2021-12-27 13:51:00+00:00,-1,5.163000000000011,0.2857737989256479,1803.895,0.345,-5.163000000000011,0.435,-5.5980000000000105,-1.0842533410807667,sl,13
ASIA,2021-12-28 00:00:00+00:00,2021,2021-12-28 07:00:00+00:00,2021-12-28 13:31:00+00:00,1,5.050000000000182,0.27896486646041074,1815.154,0.33,3.7875000000001364,0.42000000000000004,3.3675000000001365,0.6668316831683199,tp,7
LON,2021-12-28 00:00:00+00:00,2021,2021-12-28 13:28:00+00:00,2021-12-28 14:07:00+00:00,1,4.826000000000022,0.26582682136113295,1818.518,0.345,-4.826000000000022,0.435,-5.261000000000021,-1.0901367592208864,sl,13
NY,2021-12-28 00:00:00+00:00,2021,2021-12-28 18:38:00+00:00,2021-12-28 21:59:00+00:00,-1,10.899999999999864,0.6009573912847559,1809.178,0.345,3.310000000000173,0.435,2.8750000000001728,0.2637614678899274,time,18
ASIA,2021-12-29 00:00:00+00:00,2021,2021-12-29 08:00:00+00:00,2021-12-29 10:16:00+00:00,-1,3.660000000000082,0.20265700467302802,1803.715,0.33,2.7450000000000614,0.42000000000000004,2.3250000000000615,0.6352459016393468,tp,8
