year,end,n0,wr0,net0,n_blk,wr_blk,net_blk,n1,wr1,net1
2024,2024-01-30,253,27.66798418972332,-31.284999999998355,61,26.229508196721312,3.0180000000005265,165,32.72727272727273,-55.98399999999971
2024,2024-01-29,263,28.13688212927757,-49.773999999998395,56,26.785714285714285,-5.742999999998986,172,36.627906976744185,-37.248999999999704
2024,2024-01-28,264,27.27272727272727,-55.870999999998105,54,27.77777777777778,-11.02299999999927,179,37.988826815642454,-31.22600000000062
2024,2024-01-25,257,27.626459143968873,-51.893999999998336,51,27.450980392156865,-11.342999999999346,180,38.88888888888889,-31.037999999999556
2024,2024-01-24,267,28.46441947565543,-62.34899999999848,54,25.925925925925924,-10.869999999999251,184,38.58695652173913,-30.206999999999027
2024,2024-01-23,255,30.58823529411765,-62.34699999999907,50,36.0,-7.0599999999999445,176,41.47727272727273,-14.452999999999932
2024,2024-01-22,245,31.428571428571427,-45.218000000001695,49,36.734693877551024,-5.681000000000995,164,43.90243902439025,-4.985000000000403
2024,2024-01-19,239,31.799163179916317,-39.77400000000381,52,36.53846153846153,-5.38500000000081,161,41.61490683229814,-6.594000000000692
2024,2024-01-18,247,31.983805668016196,-25.23300000000441,55,41.81818181818181,0.7549999999982888,162,41.9753086419753,18.3949999999978
2024,2024-01-17,247,31.983805668016196,-13.806000000004275,50,42.0,3.6299999999982897,166,41.566265060240966,3.805999999996904
2024,2024-01-16,256,29.6875,-26.06300000000462,53,35.84905660377358,-0.9990000000019326,170,38.82352941176471,-13.37300000000322
2024,2024-01-15,255,29.80392156862745,-33.70100000000231,49,34.69387755102041,-6.621000000000823,169,36.68639053254438,-39.405000000000925
